,class,feature,value
647,Non-seizure,HFD,0.12715999911403728
648,Non-seizure,HFD,0.1554863080756354
649,Non-seizure,HFD,0.14134862043648735
650,Non-seizure,HFD,0.18504223497248432
651,Non-seizure,HFD,0.15312498569665656
652,Non-seizure,HFD,0.10725730169477042
653,Non-seizure,HFD,0.0960827538174938
654,Non-seizure,HFD,0.19020137129237932
655,Non-seizure,HFD,0.11218961083650303
656,Non-seizure,HFD,0.1553945473781052
657,Non-seizure,HFD,0.23827023751728146
658,Non-seizure,HFD,0.2293979713878573
659,Non-seizure,HFD,0.19348080525394107
660,Non-seizure,HFD,0.21443687026017083
661,Non-seizure,HFD,0.21178597231644677
662,Non-seizure,HFD,0.18830231289942004
663,Non-seizure,HFD,0.1600279091389029
664,Non-seizure,HFD,0.2930100810332169
665,Non-seizure,HFD,0.3308870065484554
666,Non-seizure,HFD,0.2403747092007425
667,Non-seizure,HFD,0.1791785053197402
668,Non-seizure,HFD,0.20689917765731958
669,Non-seizure,HFD,0.2394773351637413
670,Non-seizure,HFD,0.2585745541075522
671,Non-seizure,HFD,0.2705196722094292
672,Non-seizure,HFD,0.2331212305003612
673,Non-seizure,HFD,0.24163302728217403
674,Non-seizure,HFD,0.2530831488794828
675,Non-seizure,HFD,0.17131932801174954
676,Non-seizure,HFD,0.2614982391702353
677,Non-seizure,HFD,0.3449295733004302
678,Non-seizure,HFD,0.2677118233651707
679,Non-seizure,HFD,0.18456112632845423
680,Non-seizure,HFD,0.2213372060140039
681,Non-seizure,HFD,0.2748059376594832
682,Non-seizure,HFD,0.25399182241294194
683,Non-seizure,HFD,0.2849614845653572
684,Non-seizure,HFD,0.19755831389794806
685,Non-seizure,HFD,0.17969069543587732
686,Non-seizure,HFD,0.2874265424907639
687,Non-seizure,HFD,0.18592302430511842
688,Non-seizure,HFD,0.23566749152185842
689,Non-seizure,HFD,0.33219187355696633
690,Non-seizure,HFD,0.179878911233174
691,Non-seizure,HFD,0.15572178382967797
692,Non-seizure,HFD,0.15024566349618698
693,Non-seizure,HFD,0.09971149999103496
694,Non-seizure,HFD,0.09626031508028311
695,Non-seizure,HFD,0.1468774195779817
696,Non-seizure,HFD,0.1462214525651266
697,Non-seizure,HFD,0.17941935669612755
698,Non-seizure,HFD,0.1696847280221238
699,Non-seizure,HFD,0.09688437051235588
700,Non-seizure,HFD,0.10379706713218524
701,Non-seizure,HFD,0.12067257530828913
702,Non-seizure,HFD,0.16861741122662902
703,Non-seizure,HFD,0.1819806566849064
704,Non-seizure,HFD,0.24885832459731302
705,Non-seizure,HFD,0.11544573366162808
706,Non-seizure,HFD,0.21784921725253784
707,Non-seizure,HFD,0.198490158434234
708,Non-seizure,HFD,0.16045232645730306
709,Non-seizure,HFD,0.15637744380928806
710,Non-seizure,HFD,0.23158033002684883
711,Non-seizure,HFD,0.14403891367535113
712,Non-seizure,HFD,0.12455204127546933
713,Non-seizure,HFD,0.15580290464576993
714,Non-seizure,HFD,0.2758339677040538
715,Non-seizure,HFD,0.19050763320453237
716,Non-seizure,HFD,0.2674512130258397
717,Non-seizure,HFD,0.14022875286764067
718,Non-seizure,HFD,0.16674727254461416
719,Non-seizure,HFD,0.15237709490290138
720,Non-seizure,HFD,0.19691360670069452
721,Non-seizure,HFD,0.10911165364429443
722,Non-seizure,HFD,0.322887860708967
723,Non-seizure,HFD,0.19089990374864743
724,Non-seizure,HFD,0.10319552450675457
725,Non-seizure,HFD,0.20977645427541713
726,Non-seizure,HFD,0.16636709943855638
727,Non-seizure,HFD,0.2348206777720407
728,Non-seizure,HFD,0.18111926953527624
729,Non-seizure,HFD,0.1742064311565587
730,Non-seizure,HFD,0.08031043418373648
731,Non-seizure,HFD,0.16313074269836347
732,Non-seizure,HFD,0.15525175018363763
733,Non-seizure,HFD,0.11735783989261529
734,Non-seizure,HFD,0.14015599294633888
735,Non-seizure,HFD,0.08724770168598027
736,Non-seizure,HFD,0.19701483050304167
737,Non-seizure,HFD,0.22026715214306294
738,Non-seizure,HFD,0.19588166601220236
739,Non-seizure,HFD,0.1575820404911981
740,Non-seizure,HFD,0.30926390353259814
741,Non-seizure,HFD,0.1834269151116257
742,Non-seizure,HFD,0.1875255529220121
743,Non-seizure,HFD,0.17066590381817517
744,Non-seizure,HFD,0.13432817121136278
745,Non-seizure,HFD,0.2734984596020814
746,Non-seizure,HFD,0.16308250686015424
747,Non-seizure,HFD,0.2267021916622117
748,Non-seizure,HFD,0.15689632846644924
749,Non-seizure,HFD,0.3184477344522393
750,Non-seizure,HFD,0.14572225364597494
751,Non-seizure,HFD,0.26457839406430045
752,Non-seizure,HFD,0.13701905591105182
753,Non-seizure,HFD,0.20875701273510777
754,Non-seizure,HFD,0.11962159026707955
755,Non-seizure,HFD,0.25342809290077284
756,Non-seizure,HFD,0.23753360753670344
757,Non-seizure,HFD,0.16072446652336136
758,Non-seizure,HFD,0.27712738526328395
759,Non-seizure,HFD,0.14605555805589757
760,Non-seizure,HFD,0.17390660188560525
761,Non-seizure,HFD,0.21842011905552333
762,Non-seizure,HFD,0.1472926659390731
763,Non-seizure,HFD,0.0977617205780687
764,Non-seizure,HFD,0.19229369890512218
765,Non-seizure,HFD,0.06984703760977967
766,Non-seizure,HFD,0.24894462811246798
767,Non-seizure,HFD,0.3001285131426768
768,Non-seizure,HFD,0.11428284789020794
769,Non-seizure,HFD,0.1266873476380866
770,Non-seizure,HFD,0.2306816402249023
771,Non-seizure,HFD,0.09858120795237421
772,Non-seizure,HFD,0.1573407549800273
773,Non-seizure,HFD,0.25713807087491786
774,Non-seizure,HFD,0.2089849244185602
775,Non-seizure,HFD,0.1817431956281361
776,Non-seizure,HFD,0.25845280050440717
777,Non-seizure,HFD,0.24993848569354432
778,Non-seizure,HFD,0.16397781960285104
779,Non-seizure,HFD,0.27204589150636327
780,Non-seizure,HFD,0.23015737229026342
781,Non-seizure,HFD,0.20395941866685466
782,Non-seizure,HFD,0.2463227766322274
783,Non-seizure,HFD,0.14695557276499
784,Non-seizure,HFD,0.2404376285687253
785,Non-seizure,HFD,0.16322672560123977
786,Non-seizure,HFD,0.12129048114618246
787,Non-seizure,HFD,0.1448754022266467
788,Non-seizure,HFD,0.09050279830679947
789,Non-seizure,HFD,0.2224507218101192
790,Non-seizure,HFD,0.2172143822063642
791,Non-seizure,HFD,0.2825854243919353
792,Non-seizure,HFD,0.24047966083522432
793,Non-seizure,HFD,0.15466068492819146
794,Non-seizure,HFD,0.15849276202474233
795,Non-seizure,HFD,0.26101297333701173
796,Non-seizure,HFD,0.22047874482567936
797,Non-seizure,HFD,0.2360550213468061
798,Non-seizure,HFD,0.09845391464207545
799,Non-seizure,HFD,0.17775730273831822
800,Non-seizure,HFD,0.2459847227819927
801,Non-seizure,HFD,0.10448465877923835
802,Non-seizure,HFD,0.10844272250644946
803,Non-seizure,HFD,0.1476125383691437
804,Non-seizure,HFD,0.1470663346164613
805,Non-seizure,HFD,0.18853619461271523
806,Non-seizure,HFD,0.24886851019806072
807,Non-seizure,HFD,0.10095407330676333
808,Non-seizure,HFD,0.040319270210510585
809,Non-seizure,HFD,0.09719693248124782
810,Non-seizure,HFD,0.10011908873424688
811,Non-seizure,HFD,0.11456552483233319
812,Non-seizure,HFD,0.1714630633051579
813,Non-seizure,HFD,0.13503891895300746
814,Non-seizure,HFD,0.12578933761620772
815,Non-seizure,HFD,0.21634689924188907
816,Non-seizure,HFD,0.07231343032652827
817,Non-seizure,HFD,0.14106874170669845
818,Non-seizure,HFD,0.1603897314746187
819,Non-seizure,HFD,0.15292796573524214
820,Non-seizure,HFD,0.14143196222266216
821,Non-seizure,HFD,0.11786202164302524
822,Non-seizure,HFD,0.11468005639445601
823,Non-seizure,HFD,0.2060111009001345
824,Non-seizure,HFD,0.1485614349038755
825,Non-seizure,HFD,0.27257325751526645
826,Non-seizure,HFD,0.2555126235147147
827,Non-seizure,HFD,0.14654366517001385
828,Non-seizure,HFD,0.11992385057341069
829,Non-seizure,HFD,0.11906262053016106
830,Non-seizure,HFD,0.17175053530323972
831,Non-seizure,HFD,0.15762188000253552
832,Non-seizure,HFD,0.1120147136752828
833,Non-seizure,HFD,0.1649844361571782
834,Non-seizure,HFD,0.06774039662207357
835,Non-seizure,HFD,0.09477826220843058
836,Non-seizure,HFD,0.2243811528094413
837,Non-seizure,HFD,0.14272101943099635
838,Non-seizure,HFD,0.09907377996468503
839,Non-seizure,HFD,0.18729098489417098
840,Non-seizure,HFD,0.1271904540745772
841,Non-seizure,HFD,0.19234670455154249
842,Non-seizure,HFD,0.1100875439456862
843,Non-seizure,HFD,0.11017828445618746
844,Non-seizure,HFD,0.2142369164590505
845,Non-seizure,HFD,0.18166497405120072
846,Non-seizure,HFD,0.21124403456410362
847,Non-seizure,HFD,0.20046430972960916
848,Non-seizure,HFD,0.14459047224556862
849,Non-seizure,HFD,0.0913875115740969
850,Non-seizure,HFD,0.10647462556246791
851,Non-seizure,HFD,0.1321935875136803
852,Non-seizure,HFD,0.17551754716520065
853,Non-seizure,HFD,0.1269192224363289
854,Non-seizure,HFD,0.12822470051755644
855,Non-seizure,HFD,0.16891525913311853
856,Non-seizure,HFD,0.11555096808273754
857,Non-seizure,HFD,0.12398864944751574
858,Non-seizure,HFD,0.11728099711629306
859,Non-seizure,HFD,0.10139082634969411
860,Non-seizure,HFD,0.13160731992907732
861,Non-seizure,HFD,0.09673964123178762
862,Non-seizure,HFD,0.14653234459169082
863,Non-seizure,HFD,0.12529024697184996
864,Non-seizure,HFD,0.23889176896158676
865,Non-seizure,HFD,0.09725996589104584
866,Non-seizure,HFD,0.11081688224398223
867,Non-seizure,HFD,0.11790548869873853
868,Non-seizure,HFD,0.17230353393269446
869,Non-seizure,HFD,0.13897441149757525
870,Non-seizure,HFD,0.17161001348429067
871,Non-seizure,HFD,0.21197519530071493
872,Non-seizure,HFD,0.10476697375536834
873,Non-seizure,HFD,0.21475192314103048
874,Non-seizure,HFD,0.16061668422653314
875,Non-seizure,HFD,0.08486372370668843
876,Non-seizure,HFD,0.23248067952523832
877,Non-seizure,HFD,0.18808709299640036
878,Non-seizure,HFD,0.2124006167084169
879,Non-seizure,HFD,0.22676134581279972
880,Non-seizure,HFD,0.17351021703316835
881,Non-seizure,HFD,0.1127705138468132
882,Non-seizure,HFD,0.19209969943299224
883,Non-seizure,HFD,0.15602920356592284
884,Non-seizure,HFD,0.22243081782933377
885,Non-seizure,HFD,0.14302756638732028
886,Non-seizure,HFD,0.17127665667093392
887,Non-seizure,HFD,0.19159345610210596
888,Non-seizure,HFD,0.19550546746967573
889,Non-seizure,HFD,0.08497470996388752
890,Non-seizure,HFD,0.1452518684725494
891,Non-seizure,HFD,0.09883343921734081
892,Non-seizure,HFD,0.29811388932299676
893,Non-seizure,HFD,0.15053485953238024
894,Non-seizure,HFD,0.2361334938845414
895,Non-seizure,HFD,0.19446548098094557
896,Non-seizure,HFD,0.2125793616199472
897,Non-seizure,HFD,0.08139711280796871
898,Non-seizure,HFD,0.15668484354959714
899,Non-seizure,HFD,0.1849959078564274
900,Seizure,HFD,0.12130389257317142
901,Seizure,HFD,0.1568548389906339
902,Seizure,HFD,0.16279227105811656
903,Seizure,HFD,0.08449619984161871
904,Seizure,HFD,0.08045282997649487
905,Seizure,HFD,0.096800204671087
906,Seizure,HFD,0.2506618647111644
907,Seizure,HFD,0.052542492998382546
908,Seizure,HFD,0.09895000408029365
909,Seizure,HFD,0.17775457301931977
910,Seizure,HFD,0.14348168216982204
911,Seizure,HFD,0.05370052879708227
912,Seizure,HFD,0.09556754779938847
913,Seizure,HFD,0.13662187238803317
914,Seizure,HFD,0.09867938191807517
915,Seizure,HFD,0.1425585597835042
916,Seizure,HFD,0.17358822770040636
917,Seizure,HFD,0.15514067594865139
918,Seizure,HFD,0.09120357849038326
919,Seizure,HFD,0.1100570066021437
920,Seizure,HFD,0.11519989794829132
921,Seizure,HFD,0.1278192967692466
922,Seizure,HFD,0.12298435473902083
923,Seizure,HFD,0.11727361708922289
924,Seizure,HFD,0.11721797911921504
925,Seizure,HFD,0.053621590038479085
926,Seizure,HFD,0.14221663589134156
927,Seizure,HFD,0.09966221607819047
928,Seizure,HFD,0.15687532858430814
929,Seizure,HFD,0.12710465315628033
930,Seizure,HFD,0.08409048716067556
931,Seizure,HFD,0.12294571093373959
932,Seizure,HFD,0.05339740927276723
933,Seizure,HFD,0.1622092920243236
934,Seizure,HFD,0.15304346643850014
935,Seizure,HFD,0.05896426493917701
936,Seizure,HFD,0.12635417700938312
937,Seizure,HFD,0.0933297161980616
938,Seizure,HFD,0.0968439495008495
939,Seizure,HFD,0.16258739798802738
940,Seizure,HFD,0.14738727439948365
941,Seizure,HFD,0.10217893133796364
942,Seizure,HFD,0.10524167980825914
943,Seizure,HFD,0.08425390795933506
944,Seizure,HFD,0.152642205435412
945,Seizure,HFD,0.0923206951283496
946,Seizure,HFD,0.15411743765509917
947,Seizure,HFD,0.09042174136070688
948,Seizure,HFD,0.13349780072373024
949,Seizure,HFD,0.08202664125123889
950,Seizure,HFD,0.1677193738387518
951,Seizure,HFD,0.1858930563753044
952,Seizure,HFD,0.15442945202795988
953,Seizure,HFD,0.09051500150367262
954,Seizure,HFD,0.10078060526024277
955,Seizure,HFD,0.11309354125271846
956,Seizure,HFD,0.09204141062220368
957,Seizure,HFD,0.11619494094545348
958,Seizure,HFD,0.0839001392416311
959,Seizure,HFD,0.12728134623212495
960,Seizure,HFD,0.13134415684981507
961,Seizure,HFD,0.11113959421420017
962,Seizure,HFD,0.0879273657778561
963,Seizure,HFD,0.12197337809736564
964,Seizure,HFD,0.0827411583309691
965,Seizure,HFD,0.09923762552862123
966,Seizure,HFD,0.09893892218337158
967,Seizure,HFD,0.12359536512349108
968,Seizure,HFD,0.1452319826019949
969,Seizure,HFD,0.07872542466754427
970,Seizure,HFD,0.13275799379692582
971,Seizure,HFD,0.1374784951137352
972,Seizure,HFD,0.08643771967807172
973,Seizure,HFD,0.15422542018822546
974,Seizure,HFD,0.05982839655714407
975,Seizure,HFD,0.1553629402994635
976,Seizure,HFD,0.1110342784231594
977,Seizure,HFD,0.12846249281638053
978,Seizure,HFD,0.09330129949624438
979,Seizure,HFD,0.058652670546117606
980,Seizure,HFD,0.12823198203784747
981,Seizure,HFD,0.07298103031998215
982,Seizure,HFD,0.16264460840064313
983,Seizure,HFD,0.1623846406327203
984,Seizure,HFD,0.14206204106174608
985,Seizure,HFD,0.16641601163354394
986,Seizure,HFD,0.051886283991677225
987,Seizure,HFD,0.06343086122529487
988,Seizure,HFD,0.16762290689181672
989,Seizure,HFD,0.26834658628521235
990,Seizure,HFD,0.13551452570421213
991,Seizure,HFD,0.1263253212640191
992,Seizure,HFD,0.1251372984748306
993,Seizure,HFD,0.10309433956475321
994,Seizure,HFD,0.10277330701185348
995,Seizure,HFD,0.09279725886453864
996,Seizure,HFD,0.05313261138833489
997,Seizure,HFD,0.0896527203921747
998,Seizure,HFD,0.12659210562149162
999,Seizure,HFD,0.09691405488299473
1000,Non-seizure,SVD_Entropy,2.296295514042866
1001,Non-seizure,SVD_Entropy,2.296295863568024
1002,Non-seizure,SVD_Entropy,2.2963145430758236
1003,Non-seizure,SVD_Entropy,2.2963097931510523
1004,Non-seizure,SVD_Entropy,2.296305657843872
1005,Non-seizure,SVD_Entropy,2.2962982431022483
1006,Non-seizure,SVD_Entropy,2.296313625529427
1007,Non-seizure,SVD_Entropy,2.2963115654605373
1008,Non-seizure,SVD_Entropy,2.2963093485954755
1009,Non-seizure,SVD_Entropy,2.296300565305929
1010,Non-seizure,SVD_Entropy,2.296306320131305
1011,Non-seizure,SVD_Entropy,2.2963049281316117
1012,Non-seizure,SVD_Entropy,2.296303062143074
1013,Non-seizure,SVD_Entropy,2.2962999740782877
1014,Non-seizure,SVD_Entropy,2.2963011147193764
1015,Non-seizure,SVD_Entropy,2.296299701560632
1016,Non-seizure,SVD_Entropy,2.2962923834100586
1017,Non-seizure,SVD_Entropy,2.2962847666734967
1018,Non-seizure,SVD_Entropy,2.2962819547687716
1019,Non-seizure,SVD_Entropy,2.2962837931381066
1020,Non-seizure,SVD_Entropy,2.2962798393906487
1021,Non-seizure,SVD_Entropy,2.2962723524995963
1022,Non-seizure,SVD_Entropy,2.296272895658432
1023,Non-seizure,SVD_Entropy,2.2962719000767406
1024,Non-seizure,SVD_Entropy,2.2962757763554587
1025,Non-seizure,SVD_Entropy,2.296269250943459
1026,Non-seizure,SVD_Entropy,2.2962700372104052
1027,Non-seizure,SVD_Entropy,2.2962693248501194
1028,Non-seizure,SVD_Entropy,2.2962736908479324
1029,Non-seizure,SVD_Entropy,2.296266887408779
1030,Non-seizure,SVD_Entropy,2.296274897108586
1031,Non-seizure,SVD_Entropy,2.2962745823218564
1032,Non-seizure,SVD_Entropy,2.2962756216597264
1033,Non-seizure,SVD_Entropy,2.2962630921538336
1034,Non-seizure,SVD_Entropy,2.296273005674345
1035,Non-seizure,SVD_Entropy,2.2962699796820103
1036,Non-seizure,SVD_Entropy,2.2962853506018663
1037,Non-seizure,SVD_Entropy,2.2962724249530977
1038,Non-seizure,SVD_Entropy,2.296284643144577
1039,Non-seizure,SVD_Entropy,2.2962848076347795
1040,Non-seizure,SVD_Entropy,2.2962981200012518
1041,Non-seizure,SVD_Entropy,2.2962715544359975
1042,Non-seizure,SVD_Entropy,2.296282443595075
1043,Non-seizure,SVD_Entropy,2.2962870052258
1044,Non-seizure,SVD_Entropy,2.2962955730742682
1045,Non-seizure,SVD_Entropy,2.296275320876008
1046,Non-seizure,SVD_Entropy,2.296283221497829
1047,Non-seizure,SVD_Entropy,2.2962832744026276
1048,Non-seizure,SVD_Entropy,2.2962877697539046
1049,Non-seizure,SVD_Entropy,2.2962697652396167
1050,Non-seizure,SVD_Entropy,2.2962726082187346
1051,Non-seizure,SVD_Entropy,2.2962725012601655
1052,Non-seizure,SVD_Entropy,2.296272699798336
1053,Non-seizure,SVD_Entropy,2.296253797105616
1054,Non-seizure,SVD_Entropy,2.2962600407097287
1055,Non-seizure,SVD_Entropy,2.296258454617252
1056,Non-seizure,SVD_Entropy,2.2962616419972304
1057,Non-seizure,SVD_Entropy,2.296250421905951
1058,Non-seizure,SVD_Entropy,2.296265025105552
1059,Non-seizure,SVD_Entropy,2.296266688642346
1060,Non-seizure,SVD_Entropy,2.2962766415954197
1061,Non-seizure,SVD_Entropy,2.2962690567675046
1062,Non-seizure,SVD_Entropy,2.296275713391559
1063,Non-seizure,SVD_Entropy,2.296268843439064
1064,Non-seizure,SVD_Entropy,2.2962813935777002
1065,Non-seizure,SVD_Entropy,2.296271006813791
1066,Non-seizure,SVD_Entropy,2.2962748492045213
1067,Non-seizure,SVD_Entropy,2.2962678912179952
1068,Non-seizure,SVD_Entropy,2.296276405332402
1069,Non-seizure,SVD_Entropy,2.2962710679997573
1070,Non-seizure,SVD_Entropy,2.2962753472668753
1071,Non-seizure,SVD_Entropy,2.2962738809491396
1072,Non-seizure,SVD_Entropy,2.2962768500839617
1073,Non-seizure,SVD_Entropy,2.296270773529211
1074,Non-seizure,SVD_Entropy,2.2962783192293754
1075,Non-seizure,SVD_Entropy,2.296277319403268
1076,Non-seizure,SVD_Entropy,2.29626931182634
1077,Non-seizure,SVD_Entropy,2.2962724159696464
1078,Non-seizure,SVD_Entropy,2.2962784648666563
1079,Non-seizure,SVD_Entropy,2.2962774997069646
1080,Non-seizure,SVD_Entropy,2.2962697231223155
1081,Non-seizure,SVD_Entropy,2.296281916669171
1082,Non-seizure,SVD_Entropy,2.296291867340907
1083,Non-seizure,SVD_Entropy,2.296291906810926
1084,Non-seizure,SVD_Entropy,2.2962775344010655
1085,Non-seizure,SVD_Entropy,2.296282984651257
1086,Non-seizure,SVD_Entropy,2.296294304084976
1087,Non-seizure,SVD_Entropy,2.296295198682838
1088,Non-seizure,SVD_Entropy,2.2962763722669015
1089,Non-seizure,SVD_Entropy,2.2962794054362736
1090,Non-seizure,SVD_Entropy,2.2962846153647876
1091,Non-seizure,SVD_Entropy,2.2962846075861445
1092,Non-seizure,SVD_Entropy,2.296271536846019
1093,Non-seizure,SVD_Entropy,2.296274158465156
1094,Non-seizure,SVD_Entropy,2.2962788255271294
1095,Non-seizure,SVD_Entropy,2.2962769012533206
1096,Non-seizure,SVD_Entropy,2.296270056644826
1097,Non-seizure,SVD_Entropy,2.296274379150652
1098,Non-seizure,SVD_Entropy,2.2962824370561394
1099,Non-seizure,SVD_Entropy,2.296280464335303
1100,Non-seizure,SVD_Entropy,2.299473927527829
1101,Non-seizure,SVD_Entropy,2.2994798879383715
1102,Non-seizure,SVD_Entropy,2.2994769282446748
1103,Non-seizure,SVD_Entropy,2.2994811987375785
1104,Non-seizure,SVD_Entropy,2.2994812987043174
1105,Non-seizure,SVD_Entropy,2.2994869914531986
1106,Non-seizure,SVD_Entropy,2.299485771882471
1107,Non-seizure,SVD_Entropy,2.2994896326871395
1108,Non-seizure,SVD_Entropy,2.299489943868782
1109,Non-seizure,SVD_Entropy,2.299496133679018
1110,Non-seizure,SVD_Entropy,2.2994942023422245
1111,Non-seizure,SVD_Entropy,2.2995006146075325
1112,Non-seizure,SVD_Entropy,2.2994976550330963
1113,Non-seizure,SVD_Entropy,2.2994944931973693
1114,Non-seizure,SVD_Entropy,2.2994925146486076
1115,Non-seizure,SVD_Entropy,2.299494744855762
1116,Non-seizure,SVD_Entropy,2.2994936794237977
1117,Non-seizure,SVD_Entropy,2.299498278616328
1118,Non-seizure,SVD_Entropy,2.2994954265642686
1119,Non-seizure,SVD_Entropy,2.2994980417749895
1120,Non-seizure,SVD_Entropy,2.299491998785312
1121,Non-seizure,SVD_Entropy,2.2994962193081965
1122,Non-seizure,SVD_Entropy,2.2995017668387154
1123,Non-seizure,SVD_Entropy,2.299504165438239
1124,Non-seizure,SVD_Entropy,2.2994998482069877
1125,Non-seizure,SVD_Entropy,2.29950271994961
1126,Non-seizure,SVD_Entropy,2.2995043347920356
1127,Non-seizure,SVD_Entropy,2.2995083046213383
1128,Non-seizure,SVD_Entropy,2.2995050523537772
1129,Non-seizure,SVD_Entropy,2.2995067948000263
1130,Non-seizure,SVD_Entropy,2.2995057345177115
1131,Non-seizure,SVD_Entropy,2.2995053766734173
1132,Non-seizure,SVD_Entropy,2.2994999757415644
1133,Non-seizure,SVD_Entropy,2.2995019580311946
1134,Non-seizure,SVD_Entropy,2.2994978801963675
1135,Non-seizure,SVD_Entropy,2.299497033583731
1136,Non-seizure,SVD_Entropy,2.299496858973155
1137,Non-seizure,SVD_Entropy,2.2994993509724706
1138,Non-seizure,SVD_Entropy,2.2994871015700955
1139,Non-seizure,SVD_Entropy,2.2994856803361925
1140,Non-seizure,SVD_Entropy,2.299485667536841
1141,Non-seizure,SVD_Entropy,2.2994826991395207
1142,Non-seizure,SVD_Entropy,2.2994735956116914
1143,Non-seizure,SVD_Entropy,2.2994737907217253
1144,Non-seizure,SVD_Entropy,2.299472406576373
1145,Non-seizure,SVD_Entropy,2.299469893550017
1146,Non-seizure,SVD_Entropy,2.2994602205081804
1147,Non-seizure,SVD_Entropy,2.2994595780438942
1148,Non-seizure,SVD_Entropy,2.2994575403835906
1149,Non-seizure,SVD_Entropy,2.299454735672976
1150,Non-seizure,SVD_Entropy,2.299452650931801
1151,Non-seizure,SVD_Entropy,2.299451353399008
1152,Non-seizure,SVD_Entropy,2.2994453863786317
1153,Non-seizure,SVD_Entropy,2.299442461381201
1154,Non-seizure,SVD_Entropy,2.2994391534424024
1155,Non-seizure,SVD_Entropy,2.2994392264446657
1156,Non-seizure,SVD_Entropy,2.2994314486332077
1157,Non-seizure,SVD_Entropy,2.2994296062904502
1158,Non-seizure,SVD_Entropy,2.299426610943498
1159,Non-seizure,SVD_Entropy,2.2994272208474147
1160,Non-seizure,SVD_Entropy,2.2994153532835475
1161,Non-seizure,SVD_Entropy,2.299409710081739
1162,Non-seizure,SVD_Entropy,2.2994129702068373
1163,Non-seizure,SVD_Entropy,2.2994141676169093
1164,Non-seizure,SVD_Entropy,2.2994062381197025
1165,Non-seizure,SVD_Entropy,2.299403007962598
1166,Non-seizure,SVD_Entropy,2.2994067940107903
1167,Non-seizure,SVD_Entropy,2.2994076605601634
1168,Non-seizure,SVD_Entropy,2.2994003024467498
1169,Non-seizure,SVD_Entropy,2.2993955695905406
1170,Non-seizure,SVD_Entropy,2.299399403879403
1171,Non-seizure,SVD_Entropy,2.299398543952923
1172,Non-seizure,SVD_Entropy,2.2993946284290945
1173,Non-seizure,SVD_Entropy,2.2993900809454417
1174,Non-seizure,SVD_Entropy,2.2993905151802645
1175,Non-seizure,SVD_Entropy,2.2993917071712175
1176,Non-seizure,SVD_Entropy,2.299387122754842
1177,Non-seizure,SVD_Entropy,2.299384207635857
1178,Non-seizure,SVD_Entropy,2.29938533352854
1179,Non-seizure,SVD_Entropy,2.2993870101665057
1180,Non-seizure,SVD_Entropy,2.299383555026795
1181,Non-seizure,SVD_Entropy,2.299381027125607
1182,Non-seizure,SVD_Entropy,2.2993804024884446
1183,Non-seizure,SVD_Entropy,2.2993837650697326
1184,Non-seizure,SVD_Entropy,2.2993849236776533
1185,Non-seizure,SVD_Entropy,2.2993892943944645
1186,Non-seizure,SVD_Entropy,2.299388643180054
1187,Non-seizure,SVD_Entropy,2.2993927387288404
1188,Non-seizure,SVD_Entropy,2.2993911112192125
1189,Non-seizure,SVD_Entropy,2.2993952761822856
1190,Non-seizure,SVD_Entropy,2.299394094710839
1191,Non-seizure,SVD_Entropy,2.2993980482471876
1192,Non-seizure,SVD_Entropy,2.2994004794119345
1193,Non-seizure,SVD_Entropy,2.299407657508958
1194,Non-seizure,SVD_Entropy,2.2994092172486327
1195,Non-seizure,SVD_Entropy,2.299412515688573
1196,Non-seizure,SVD_Entropy,2.2994138330261884
1197,Non-seizure,SVD_Entropy,2.2994214631640877
1198,Non-seizure,SVD_Entropy,2.2994184694383515
1199,Non-seizure,SVD_Entropy,2.2994179974091944
1200,Non-seizure,SVD_Entropy,2.2922631824328756
1201,Non-seizure,SVD_Entropy,2.2922713278125073
1202,Non-seizure,SVD_Entropy,2.292268447757025
1203,Non-seizure,SVD_Entropy,2.2922756610057067
1204,Non-seizure,SVD_Entropy,2.292273750818979
1205,Non-seizure,SVD_Entropy,2.2922849038906956
1206,Non-seizure,SVD_Entropy,2.292282039481388
1207,Non-seizure,SVD_Entropy,2.29228750747052
1208,Non-seizure,SVD_Entropy,2.2922864592700556
1209,Non-seizure,SVD_Entropy,2.2922896710890797
1210,Non-seizure,SVD_Entropy,2.2922815395153786
1211,Non-seizure,SVD_Entropy,2.2922854792740295
1212,Non-seizure,SVD_Entropy,2.292288994033931
1213,Non-seizure,SVD_Entropy,2.2922890117538683
1214,Non-seizure,SVD_Entropy,2.2922837214569114
1215,Non-seizure,SVD_Entropy,2.292295284181825
1216,Non-seizure,SVD_Entropy,2.2922980728286197
1217,Non-seizure,SVD_Entropy,2.2923022231675265
1218,Non-seizure,SVD_Entropy,2.2922940165258896
1219,Non-seizure,SVD_Entropy,2.2923007180960786
1220,Non-seizure,SVD_Entropy,2.29230528523704
1221,Non-seizure,SVD_Entropy,2.2923071998741245
1222,Non-seizure,SVD_Entropy,2.2923069802621896
1223,Non-seizure,SVD_Entropy,2.2923109285214998
1224,Non-seizure,SVD_Entropy,2.292314952524704
1225,Non-seizure,SVD_Entropy,2.292315138168596
1226,Non-seizure,SVD_Entropy,2.2923119690053415
1227,Non-seizure,SVD_Entropy,2.292315277383557
1228,Non-seizure,SVD_Entropy,2.2923224747834454
1229,Non-seizure,SVD_Entropy,2.2923219899001817
1230,Non-seizure,SVD_Entropy,2.292317069613696
1231,Non-seizure,SVD_Entropy,2.2923199850810243
